name,latitude,longitude
0,-23.4635333,-46.5579453
1,-23.42597,-46.3758339
2,-23.4564505,-46.5201598
3,-23.4905334,-46.5545462
4,-23.4449555,-46.5072817
5,-23.4101029,-46.4088601
6,-23.4221488,-46.4307672
7,-23.3837226,-46.4464703
8,-23.4481164,-46.539845
9,-23.4544173,-46.5548101
10,-23.4462755,-46.5107788
11,-23.4241638,-46.4195702
12,-23.4097667,-46.4473693
13,-23.4062621,-46.4700476
14,-23.4199262,-46.5559141
15,-23.474224,-46.393921
16,-23.4064286,-46.4615774
17,-23.3901457,-46.4348292
18,-23.4710264,-46.5601442
19,-23.4556239,-46.4032171
20,-23.4161476,-46.4655024
21,-23.4555969,-46.4058291
22,-23.4045406,-46.4629914
23,-23.4530988,-46.4307292
24,-23.4213448,-46.4327812
25,-23.4163605,-46.5060087
26,-23.4363613,-46.5515901
27,-23.4287674,-46.5273989
28,-23.4243298,-46.4284602
29,-23.4735824,-46.5544242
30,-23.4096987,-46.4457693
31,-23.4527797,-46.4710265
32,-23.3740766,-46.4537613
33,-23.4313144,-46.5253149
34,-23.4084866,-46.4588584
35,-23.4468763,-46.5546301
36,-23.4952775,-46.5439911
37,-23.4575927,-46.4580374
38,-23.4586205,-46.5248669
39,-23.4584166,-46.5068287
40,-23.4508227,-46.4527344
41,-23.4570464,-46.542965
42,-23.4445231,-46.4114606
43,-23.4553399,-46.4193042
44,-23.4039156,-46.4573474
45,-23.4487979,-46.4158712
46,-23.3994697,-46.4298802
47,-23.4548787,-46.4613274
48,-23.4359855,-46.5091257
49,-23.4547887,-46.4590104
50,-23.4453205,-46.5131168
51,-23.4278575,-46.5022347
52,-23.4147578,-46.4280992
53,-23.4410994,-46.5319349
54,-23.4243688,-46.4198042
55,-23.4855404,-46.5532992
56,-23.4081628,-46.4229472
57,-23.4080496,-46.4736765
58,-23.4355225,-46.5113887
59,-23.4357562,-46.5640332
60,-23.4810614,-46.5501042
61,-23.4413065,-46.5041027
62,-23.4997315,-46.5486002
63,-23.4802014,-46.5583142
64,-23.4624979,-46.4062331
65,-23.4515129,-46.4094711
66,-23.4652133,-46.5616012
67,-23.3734196,-46.4499723
68,-23.4099072,-46.3757074
69,-23.4048635,-46.4838245
70,-23.4351242,-46.5543812
71,-23.4646529,-46.4173382
72,-23.4554266,-46.5085477
73,-23.4341642,-46.5643172
74,-23.4227572,-46.5543771
75,-23.4326983,-46.5348519
76,-23.4033496,-46.4555074
77,-23.3977927,-46.4326942
78,-23.4582189,-46.4248922
79,-23.4409413,-46.544541
80,-23.4434867,-46.4572924
81,-23.473651,-46.39399
82,-23.4564685,-46.5266979
83,-23.4309535,-46.5117817
84,-23.4400072,-46.5608162
85,-23.3945973,-46.5225238
86,-23.4573399,-46.4056131
87,-23.4683925,-46.523189
88,-23.4468139,-46.4029041
89,-23.4187818,-46.4280522
90,-23.394074,-46.4341203
91,-23.4459555,-46.5115488
92,-23.4701933,-46.5605882
93,-23.3895687,-46.4352992
94,-23.3958229,-46.397407
95,-23.400271,-46.4366551
96,-23.4336283,-46.5414
97,-23.4319325,-46.5097267
98,-23.4180575,-46.5054827
99,-23.4232742,-46.5293974
100,-23.462017,-46.392638
101,-23.4183564,-46.5179158
102,-23.4477033,-46.5510901
103,-23.4155708,-46.4333892
104,-23.4359883,-46.5545852
105,-23.4660279,-46.4184422
106,-23.4182046,-46.4624844
107,-23.4466203,-46.5628592
108,-23.4509155,-46.5205888
109,-23.4533688,-46.4320403
110,-23.4248238,-46.4343723
111,-23.4487912,-46.5659962
112,-23.4507185,-46.5212318
113,-23.4568688,-46.4371393
114,-23.4453703,-46.5510741
115,-23.4479573,-46.5551711
116,-23.4477197,-46.4690735
117,-23.4084886,-46.4557605
118,-23.4608025,-46.5673614
119,-23.4105095,-46.5008296
120,-23.3987087,-46.4424413
121,-23.4602415,-46.5303909
122,-23.480869,-46.393504
123,-23.4562029,-46.4158652
124,-23.4144045,-46.4964116
125,-23.4482559,-46.4065731
126,-23.4645209,-46.4060441
127,-23.4048716,-46.4742175
128,-23.4555239,-46.4178142
129,-23.4529575,-46.5214019
130,-23.4482234,-46.5312599
131,-23.4328765,-46.5144638
132,-23.4537144,-46.53706
133,-23.4216893,-46.5267483
134,-23.4094929,-46.5376624
135,-23.4077144,-46.5035721
136,-23.4452744,-46.538837
137,-23.4648956,-46.5113888
138,-23.4571279,-46.4058381
139,-23.4631144,-46.5491581
140,-23.4641728,-46.4397643
141,-23.4631001,-46.4320166
142,-23.3849958,-46.4043951
143,-23.4112389,-46.395153
144,-23.4573314,-46.536463
145,-23.4189556,-46.4657984
146,-23.4058896,-46.4740585
147,-23.4485237,-46.4725125
148,-23.3985889,-46.396862
149,-23.4244752,-46.5542281
150,-23.4005375,-46.4790585
151,-23.4500934,-46.543777
152,-23.4785514,-46.5485871
153,-23.3994334,-46.5117587
154,-23.4221529,-46.4185562
155,-23.4541825,-46.5204548
156,-23.4469137,-46.4572494
157,-23.4668925,-46.536449
158,-23.4642184,-46.541811
159,-23.4141627,-46.4548294
160,-23.4501384,-46.540985
161,-23.4990105,-46.5564592
162,-23.4480084,-46.5269939
163,-23.4456897,-46.4684765
164,-23.4613998,-46.4415073
165,-23.4423158,-46.4245092
166,-23.4251828,-46.4381163
167,-23.4094419,-46.44846
168,-23.4668227,-46.4863176
169,-23.4635564,-46.541305
170,-23.4784757,-46.4014996
171,-23.4303825,-46.5124397
172,-23.4533368,-46.4525394
173,-23.4457244,-46.53966
174,-23.4500624,-46.5290479
175,-23.4157725,-46.5049287
176,-23.4069296,-46.4738585
177,-23.4420393,-46.5516491
178,-23.4523785,-46.5083337
179,-23.4025889,-46.4042861
180,-23.3998762,-46.390249
181,-23.4718294,-46.5424281
182,-23.4330414,-46.5165428
183,-23.4614937,-46.4690375
184,-23.4774794,-46.5535112
185,-23.4368039,-46.4170092
186,-23.4656375,-46.5184478
187,-23.4508534,-46.537938
188,-23.4088776,-46.4687524
189,-23.4987065,-46.5563942
190,-23.3994167,-46.4298082
191,-23.4595704,-46.5435291
192,-23.4031187,-46.4771687
193,-23.4018788,-46.4670204
194,-23.4094214,-46.5069397
195,-23.4557259,-46.4212192
196,-23.3764176,-46.4532953
197,-23.4188346,-46.4634564
198,-23.4533988,-46.4600246
199,-23.4483916,-46.5020397
200,-23.4184376,-46.5068643
201,-23.4117688,-46.4152001
202,-23.4590043,-46.5577052
203,-23.4031824,-46.5154057
204,-23.4458789,-46.4052961
205,-23.4432743,-46.5469171
206,-23.4382183,-46.5496771
207,-23.4331664,-46.5341769
208,-23.4470849,-46.4180932
209,-23.4160957,-46.4575704
210,-23.4068336,-46.4704025
211,-23.4379963,-46.5495371
212,-23.4019714,-46.5119017
213,-23.4146916,-46.4617094
214,-23.412331,-46.3741029
215,-23.4419949,-46.4173206
216,-23.4369608,-46.4258152
217,-23.4047686,-46.4655984
218,-23.4669255,-46.525133
219,-23.4217955,-46.5034667
220,-23.4121997,-46.4551765
221,-23.5042655,-46.5513592
222,-23.4464005,-46.5100367
223,-23.4418974,-46.5232529
224,-23.4405185,-46.5155678
225,-23.4724104,-46.5459161
226,-23.4218595,-46.5024797
227,-23.4467106,-46.5012107
228,-23.4034906,-46.4762045
229,-23.4653704,-46.537704
230,-23.4421968,-46.4307372
231,-23.4718925,-46.523268
232,-23.4512478,-46.4513244
233,-23.4592685,-46.5194578
234,-23.4236129,-46.4925874
235,-23.4136688,-46.3735871
236,-23.4095095,-46.4982436
237,-23.426025,-46.3771469
238,-23.4325463,-46.5350859
239,-23.4383987,-46.4596654
240,-23.4737244,-46.5552252
241,-23.4543074,-46.5485441
242,-23.4243985,-46.4965366
243,-23.4324722,-46.5632422
244,-23.4533979,-46.4051881
245,-23.4675934,-46.5471471
246,-23.4492589,-46.4018871
247,-23.4567818,-46.4560514
248,-23.4670259,-46.4149152
249,-23.4490114,-46.535162
250,-23.4081776,-46.4756325
251,-23.4612029,-46.4245932
252,-23.4615034,-46.535706
253,-23.4410998,-46.4248022
254,-23.4015306,-46.4672764
255,-23.4257613,-46.544735
256,-23.4654133,-46.5656663
257,-23.4692284,-46.54073
258,-23.4515787,-46.5600933
259,-23.4319125,-46.5044607
260,-23.4149868,-46.4307822
261,-23.4658269,-46.4074291
262,-23.476255,-46.39682
263,-23.4609418,-46.4381273
264,-23.4366633,-46.5483441
265,-23.4516864,-46.544524
266,-23.4607935,-46.5232489
267,-23.4590497,-46.4635725
268,-23.3970073,-46.5184497
269,-23.4471259,-46.4223842
270,-23.4356603,-46.5542522
271,-23.4500469,-46.4093261
272,-23.4055817,-46.4540734
273,-23.4680885,-46.5275561
274,-23.4057924,-46.5094237
275,-23.4522619,-46.3995011
276,-23.4187978,-46.4318012
277,-23.4274685,-46.5042837
278,-23.3896557,-46.4408383
279,-23.4262723,-46.542956
280,-23.4275354,-46.5154998
281,-23.4333962,-46.5563573
282,-23.4100934,-46.4961289
283,-23.4454214,-46.5305909
284,-23.4729168,-46.4400013
285,-23.4265248,-46.4373163
286,-23.3986746,-46.4535544
287,-23.4364177,-46.4600894
288,-23.4299894,-46.5168408
289,-23.41201,-46.3753959
290,-23.3974663,-46.5185427
291,-23.4363662,-46.5635232
292,-23.4023226,-46.4570984
293,-23.4627598,-46.4425783
294,-23.4653029,-46.4167392
295,-23.4034405,-46.4884866
296,-23.4062859,-46.390058
297,-23.4559978,-46.4551634
298,-23.441704,-46.384768
299,-23.4211945,-46.5059797
300,-23.4364049,-46.4186502
301,-23.4606608,-46.4300602
302,-23.4677504,-46.5487071
303,-23.4571225,-46.5200928
304,-23.3965218,-46.4219452
305,-23.443148,-46.4274267
306,-23.4469664,-46.537561
307,-23.4505557,-46.5508882
308,-23.4676765,-46.524762
309,-23.3996419,-46.392561
310,-23.4403238,-46.4212342
311,-23.4396607,-46.4668945
312,-23.4289652,-46.5600311
313,-23.4421377,-46.4669435
314,-23.4391432,-46.5592311
315,-23.4517779,-46.4038641
316,-23.4236752,-46.5527071
317,-23.4037166,-46.4555384
318,-23.4129348,-46.4145491
319,-23.4128936,-46.4599864
320,-23.3964689,-46.392785
321,-23.4404583,-46.5572331
322,-23.4511915,-46.5117228
323,-23.4345995,-46.5087107
324,-23.3996397,-46.4346492
325,-23.4733944,-46.5551312
326,-23.4655017,-46.4713565
327,-23.4538289,-46.4227512
328,-23.466767,-46.397265
329,-23.4579046,-46.5054407
330,-23.4748654,-46.5428391
331,-23.4398585,-46.5321089
332,-23.4657965,-46.5154708
333,-23.4405629,-46.3845921
334,-23.4628284,-46.5538901
