name,latitude,longitude
0,-23.4117666,-46.4595534
1,-23.4567539,-46.4035691
2,-23.4430165,-46.5151988
3,-23.5039155,-46.5487492
4,-23.4513647,-46.5524392
5,-23.4649849,-46.4313783
6,-23.4351498,-46.4214672
7,-23.4470799,-46.4107291
8,-23.477624,-46.3994621
9,-23.4484727,-46.5537192
10,-23.4318843,-46.547941
11,-23.4345098,-46.4222032
12,-23.4405729,-46.4191072
13,-23.4651499,-46.4022621
14,-23.4526357,-46.4710995
15,-23.4268902,-46.5581311
16,-23.3900637,-46.4337378
17,-23.4383053,-46.5562001
18,-23.4450149,-46.4107041
19,-23.4627547,-46.4824116
20,-23.4563373,-46.5508461
21,-23.4208288,-46.4329072
22,-23.4767944,-46.5455651
23,-23.4182026,-46.4678424
24,-23.4441337,-46.4618904
25,-23.4608325,-46.5142788
26,-23.4446539,-46.4026221
27,-23.4047925,-46.4796415
28,-23.4114108,-46.4202702
29,-23.3976673,-46.3977584
30,-23.4094585,-46.5000906
31,-23.4640869,-46.4137871
32,-23.4658285,-46.525698
33,-23.4466164,-46.5247249
34,-23.4475479,-46.4229622
35,-23.3918071,-46.442047
36,-23.4370973,-46.5510321
37,-23.4681607,-46.4739425
38,-23.4494863,-46.3995756
39,-23.4235212,-46.5524751
40,-23.4224087,-46.4567044
41,-23.4298528,-46.4336753
42,-23.4461325,-46.5188168
43,-23.4947325,-46.5506052
44,-23.4026156,-46.4687784
45,-23.4392579,-46.4080071
46,-23.4314483,-46.5511812
47,-23.4546769,-46.4197052
48,-23.4423805,-46.5198738
49,-23.5023105,-46.5513272
50,-23.4127055,-46.4997876
51,-23.4175705,-46.5063507
52,-23.4471103,-46.5530091
53,-23.4593794,-46.540588
54,-23.4500933,-46.5600332
55,-23.3669908,-46.4021341
56,-23.4760504,-46.5450701
57,-23.4681854,-46.5549632
58,-23.4447809,-46.4033711
59,-23.4613044,-46.5479751
60,-23.4555916,-46.5647744
61,-23.4512655,-46.5112588
62,-23.4619678,-46.4313783
63,-23.4108496,-46.4588134
64,-23.4123049,-46.387045
65,-23.4580958,-46.4292052
66,-23.4246528,-46.4384973
67,-23.4564219,-46.4136331
68,-23.4045946,-46.4683474
69,-23.4442076,-46.5023967
70,-23.4465369,-46.4049931
71,-23.4131316,-46.4601664
72,-23.4647249,-46.4022611
73,-23.4231091,-46.5050878
74,-23.3916777,-46.4330382
75,-23.4424608,-46.4301452
76,-23.4555266,-46.5082847
77,-23.4063945,-46.4888656
78,-23.4016056,-46.4537944
79,-23.4361413,-46.542582
80,-23.4185246,-46.4629724
81,-23.4547397,-46.5611793
82,-23.4458337,-46.4650785
83,-23.4218215,-46.5039697
84,-23.4562735,-46.5153908
85,-23.418562,-46.4317352
86,-23.4003094,-46.5096227
87,-23.465995,-46.398573
88,-23.4671569,-46.4179132
89,-23.4274715,-46.5115127
90,-23.4414498,-46.4281812
91,-23.3699188,-46.4458735
92,-23.4343573,-46.5493091
93,-23.4223973,-46.54425
94,-23.4361713,-46.547234
95,-23.4254154,-46.5195138
96,-23.4417124,-46.5259859
97,-23.5043665,-46.5536832
98,-23.4474165,-46.5095497
99,-23.4319995,-46.5102597
100,-23.4333658,-46.4205292
101,-23.424934,-46.5493792
102,-23.4158298,-46.4328582
103,-23.4286909,-46.4026451
104,-23.440215,-46.390306
105,-23.4517338,-46.4359913
106,-23.4453654,-46.538874
107,-23.4317463,-46.539841
108,-23.4092567,-46.4495163
109,-23.4017502,-46.4704198
110,-23.4394275,-46.5187548
111,-23.4233589,-46.4118581
112,-23.4173336,-46.4609924
113,-23.4630607,-46.4658365
114,-23.4640968,-46.4422083
115,-23.4206848,-46.4324012
116,-23.4307462,-46.5583491
117,-23.4229378,-46.4330002
118,-23.4554859,-46.4186892
119,-23.4532904,-46.543505
120,-23.4611056,-46.5065877
121,-23.4808961,-46.5358373
122,-23.4613604,-46.5453351
123,-23.4602006,-46.5088748
124,-23.4025918,-46.4720638
125,-23.4612688,-46.4302942
126,-23.4024596,-46.4642804
127,-23.4037458,-46.4176182
128,-23.3657858,-46.3999931
129,-23.3775009,-46.398281
130,-23.4496094,-46.537372
131,-23.4546986,-46.5049097
132,-23.4763203,-46.5450873
133,-23.4391444,-46.5344769
134,-23.4599094,-46.5493681
135,-23.3990368,-46.4241262
136,-23.4459898,-46.4424733
137,-23.4185155,-46.5029667
138,-23.3965171,-46.4226215
139,-23.4053615,-46.4789085
140,-23.3814106,-46.4501443
141,-23.4209118,-46.4196862
142,-23.4875164,-46.5560302
143,-23.4293843,-46.542368
144,-23.4227238,-46.4978229
145,-23.4622329,-46.4255402
146,-23.4414849,-46.4087761
147,-23.4458183,-46.5519331
148,-23.3886789,-46.4018941
149,-23.4549405,-46.5096908
150,-23.4459077,-46.4615114
151,-23.4319325,-46.5097267
152,-23.4504683,-46.5622962
153,-23.4652154,-46.536652
154,-23.4297653,-46.540174
155,-23.3970649,-46.393686
156,-23.4040175,-46.4911156
157,-23.4368203,-46.547042
158,-23.4435673,-46.5526751
159,-23.4601859,-46.4186462
160,-23.4260178,-46.4359423
161,-23.4446807,-46.4609894
162,-23.4342772,-46.5635872
163,-23.4644629,-46.4088821
164,-23.4417323,-46.5480881
165,-23.3884849,-46.398664
166,-23.5055585,-46.5555402
167,-23.4439274,-46.4262305
168,-23.4379769,-46.4173932
169,-23.430424,-46.5343343
170,-23.4225863,-46.4961486
171,-23.4480149,-46.4220712
172,-23.4152994,-46.5079677
173,-23.4077626,-46.4663424
174,-23.4716155,-46.535912
175,-23.4136125,-46.4961746
